Order_ID,Date,State,City,Model,Units_Sold,Unit_Price_INR,Discount_INR,Revenue_INR,Sales_Channel,Payment_Mode,Customer_Age,Customer_Gender,Customer_Rating
OE112745,2025-06-21,Maharashtra,Pune,S1 X+ (4kWh),1,139999,0,139999,Online (Ola App),EMI - Bank Loan,32,Male,3.9
OE112744,2025-06-21,Delhi,New Delhi,S1 Air,1,84999,2000,82999,Company Owned Store,EMI - Bank Loan,18,Male,3.7
OE112743,2025-06-21,Karnataka,Bengaluru,S1 Air,1,84999,5000,79999,Dealer Partner,Subvention Scheme,24,Male,4.7
OE112742,2025-06-21,Uttar Pradesh,Kanpur,S1 Pro,1,147999,0,147999,Company Owned Store,EMI - Bank Loan,34,Male,4.1
OE112750,2025-06-21,Punjab,Ludhiana,S1 X+ (4kWh),1,139999,0,139999,Company Owned Store,EMI - NBFC,18,Female,3.6
OE112767,2025-06-22,Haryana,Faridabad,S1 Air,1,84999,0,84999,Company Owned Store,EMI - NBFC,30,Male,5.0
OE112770,2025-06-22,Maharashtra,Pune,S1 Pro+,1,159999,0,159999,Ola Experience Center,Full Payment,27,Male,4.0
OE112769,2025-06-22,Maharashtra,Pune,S1 Pro,1,147999,0,147999,Company Owned Store,EMI - NBFC,34,Male,3.2
OE112768,2025-06-22,Andhra Pradesh,Vijayawada,S1 Air,1,84999,5000,79999,Company Owned Store,Full Payment,44,Male,4.7
OE112766,2025-06-22,Tamil Nadu,Coimbatore,S1 Air,1,84999,0,84999,Ola Experience Center,EMI - NBFC,32,Male,5.0
OE112764,2025-06-22,Telangana,Hyderabad,S1 Pro,1,147999,2000,145999,Company Owned Store,Full Payment,18,Male,4.4
OE112763,2025-06-22,Maharashtra,Pune,S1 Pro+,1,159999,5000,154999,Company Owned Store,EMI - Bank Loan,25,Male,4.4
OE112762,2025-06-22,West Bengal,Siliguri,S1 X (3kWh),1,99999,2000,97999,Company Owned Store,EMI - Bank Loan,38,Male,4.2
OE112761,2025-06-22,Uttar Pradesh,Varanasi,S1 Air,1,84999,0,84999,Dealer Partner,Subvention Scheme,28,Female,5.0
OE112760,2025-06-22,Kerala,Kochi,S1 Pro,1,147999,0,147999,Online (Ola App),Full Payment,30,Male,4.4
OE112765,2025-06-22,Punjab,Ludhiana,S1 Air,1,84999,0,84999,Dealer Partner,Full Payment,32,Male,4.5
OE112781,2025-06-23,Punjab,Amritsar,S1 Air,1,84999,8000,76999,Company Owned Store,Full Payment,36,Female,4.8
OE112790,2025-06-23,Delhi,Rohini,S1 Air,1,84999,0,84999,Online (Ola App),EMI - NBFC,36,Male,4.7
OE112789,2025-06-23,Maharashtra,Pune,S1 X+ (4kWh),1,139999,0,139999,Company Owned Store,EMI - Bank Loan,34,Male,4.3
OE112788,2025-06-23,Rajasthan,Jodhpur,S1 X+ (4kWh),1,139999,0,139999,Company Owned Store,EMI - NBFC,23,Male,3.9
OE112787,2025-06-23,Kerala,Thiruvananthapuram,S1 Pro,1,147999,0,147999,Online (Ola App),Full Payment,24,Male,3.4
OE112786,2025-06-23,Maharashtra,Nagpur,S1 Pro,1,147999,0,147999,Online (Ola App),Full Payment,36,Male,4.7
OE112785,2025-06-23,Gujarat,Surat,S1 X+ (4kWh),1,139999,5000,134999,Online (Ola App),Subvention Scheme,36,Male,4.3
OE112784,2025-06-23,Delhi,Dwarka,S1 X (2kWh),1,79999,0,79999,Company Owned Store,EMI - Bank Loan,34,Male,3.7
OE112783,2025-06-23,Maharashtra,Nagpur,S1 X (2kWh),1,79999,5000,74999,Online (Ola App),EMI - NBFC,37,Female,4.4
OE112782,2025-06-23,Maharashtra,Pune,S1 X (2kWh),1,79999,0,79999,Dealer Partner,EMI - NBFC,18,Male,4.6
OE112779,2025-06-23,Punjab,Ludhiana,S1 Air,1,84999,0,84999,Dealer Partner,EMI - NBFC,27,Male,4.3
OE112778,2025-06-23,Bihar,Patna,S1 Air,1,84999,0,84999,Company Owned Store,EMI - Bank Loan,36,Male,3.8
OE112777,2025-06-23,Gujarat,Surat,S1 Pro,1,147999,0,147999,Online (Ola App),EMI - Bank Loan,32,Male,4.4
OE112776,2025-06-23,Kerala,Kozhikode,S1 Air,1,84999,0,84999,Ola Experience Center,EMI - NBFC,25,Male,5.0
OE112775,2025-06-23,Maharashtra,Nagpur,S1 Pro+,1,159999,0,159999,Dealer Partner,Subvention Scheme,18,Male,3.9
OE112774,2025-06-23,Andhra Pradesh,Visakhapatnam,S1 Pro,1,147999,0,147999,Ola Experience Center,EMI - NBFC,46,Male,4.9
OE112773,2025-06-23,Tamil Nadu,Coimbatore,S1 X+ (4kWh),1,139999,0,139999,Company Owned Store,EMI - Bank Loan,34,Male,3.7
OE112772,2025-06-23,Gujarat,Ahmedabad,S1 X (3kWh),1,99999,8000,91999,Dealer Partner,EMI - Bank Loan,30,Female,4.4
OE112771,2025-06-23,Punjab,Amritsar,S1 Pro,1,147999,0,147999,Online (Ola App),EMI - Bank Loan,30,Male,5.0
OE112780,2025-06-23,Telangana,Warangal,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,Subvention Scheme,46,Male,4.0
OE112802,2025-06-24,Karnataka,Mangaluru,S1 X (3kWh),1,99999,5000,94999,Dealer Partner,Subvention Scheme,29,Male,3.8
OE112803,2025-06-24,Tamil Nadu,Chennai,S1 Air,1,84999,0,84999,Dealer Partner,Subvention Scheme,26,Male,5.0
OE112801,2025-06-24,Uttar Pradesh,Varanasi,S1 Pro,1,147999,0,147999,Dealer Partner,EMI - NBFC,18,Female,5.0
OE112805,2025-06-24,Telangana,Hyderabad,S1 Pro+,1,159999,0,159999,Online (Ola App),EMI - Bank Loan,30,Male,3.1
OE112806,2025-06-24,Uttar Pradesh,Varanasi,S1 X (3kWh),1,99999,0,99999,Dealer Partner,Subvention Scheme,25,Male,4.8
OE112804,2025-06-24,Tamil Nadu,Chennai,S1 X+ (4kWh),1,139999,0,139999,Ola Experience Center,EMI - Bank Loan,22,Male,4.0
OE112799,2025-06-24,Uttar Pradesh,Lucknow,S1 Air,1,84999,2000,82999,Ola Experience Center,EMI - Bank Loan,46,Female,4.4
OE112800,2025-06-24,West Bengal,Siliguri,S1 X+ (4kWh),1,139999,0,139999,Company Owned Store,Full Payment,41,Male,4.0
OE112797,2025-06-24,Kerala,Thiruvananthapuram,S1 X (2kWh),2,79999,0,159998,Ola Experience Center,EMI - Bank Loan,37,Male,4.2
OE112798,2025-06-24,Rajasthan,Udaipur,S1 X+ (4kWh),1,139999,0,139999,Ola Experience Center,EMI - NBFC,31,Male,4.9
OE112796,2025-06-24,Punjab,Amritsar,S1 X (3kWh),1,99999,0,99999,Company Owned Store,Full Payment,18,Male,4.8
OE112795,2025-06-24,Maharashtra,Mumbai,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,Full Payment,29,Male,4.2
OE112794,2025-06-24,Kerala,Kochi,S1 X (3kWh),1,99999,0,99999,Company Owned Store,EMI - NBFC,32,Male,4.9
OE112793,2025-06-24,Maharashtra,Nashik,S1 Air,1,84999,0,84999,Online (Ola App),EMI - Bank Loan,18,Female,4.6
OE112792,2025-06-24,Telangana,Warangal,S1 X (2kWh),2,79999,0,159998,Company Owned Store,EMI - Bank Loan,30,Male,4.9
OE112791,2025-06-24,Maharashtra,Mumbai,S1 X+ (4kWh),1,139999,0,139999,Ola Experience Center,EMI - Bank Loan,26,Male,4.3
OE112821,2025-06-25,Andhra Pradesh,Vijayawada,S1 Air,1,84999,0,84999,Online (Ola App),EMI - NBFC,18,Male,4.1
OE112822,2025-06-25,Kerala,Kochi,S1 Air,1,84999,0,84999,Company Owned Store,Subvention Scheme,31,Male,5.0
OE112823,2025-06-25,West Bengal,Siliguri,S1 X (2kWh),1,79999,5000,74999,Dealer Partner,EMI - NBFC,26,Male,4.5
OE112824,2025-06-25,Andhra Pradesh,Vijayawada,S1 X (3kWh),1,99999,0,99999,Company Owned Store,EMI - Bank Loan,29,Female,2.7
OE112828,2025-06-25,West Bengal,Siliguri,S1 Pro+,1,159999,0,159999,Ola Experience Center,EMI - Bank Loan,24,Male,3.9
OE112826,2025-06-25,Gujarat,Ahmedabad,S1 X+ (4kWh),1,139999,0,139999,Dealer Partner,EMI - Bank Loan,35,Male,4.9
OE112827,2025-06-25,Karnataka,Mysuru,S1 X (3kWh),1,99999,2000,97999,Company Owned Store,Subvention Scheme,20,Male,4.8
OE112820,2025-06-25,Tamil Nadu,Madurai,S1 Pro,1,147999,2000,145999,Company Owned Store,Subvention Scheme,26,Female,4.0
OE112829,2025-06-25,Karnataka,Bengaluru,S1 Air,1,84999,0,84999,Dealer Partner,Full Payment,32,Male,4.9
OE112825,2025-06-25,Maharashtra,Pune,S1 Pro+,1,159999,0,159999,Company Owned Store,Full Payment,20,Male,4.8
OE112819,2025-06-25,Delhi,Rohini,S1 Pro+,1,159999,0,159999,Ola Experience Center,EMI - Bank Loan,38,Male,4.4
OE112818,2025-06-25,Rajasthan,Jaipur,S1 X (2kWh),1,79999,0,79999,Company Owned Store,Subvention Scheme,38,Male,3.6
OE112817,2025-06-25,Delhi,Dwarka,S1 X+ (4kWh),1,139999,0,139999,Dealer Partner,Subvention Scheme,35,Male,3.5
OE112807,2025-06-25,Rajasthan,Jaipur,S1 X+ (4kWh),1,139999,0,139999,Company Owned Store,EMI - Bank Loan,26,Female,5.0
OE112809,2025-06-25,Uttar Pradesh,Noida,S1 Air,1,84999,0,84999,Company Owned Store,EMI - Bank Loan,29,Female,3.8
OE112810,2025-06-25,Telangana,Warangal,S1 X (3kWh),1,99999,0,99999,Online (Ola App),Full Payment,28,Male,4.2
OE112811,2025-06-25,Karnataka,Mysuru,S1 X+ (4kWh),1,139999,0,139999,Online (Ola App),Full Payment,22,Male,4.2
OE112808,2025-06-25,Punjab,Amritsar,S1 X (3kWh),1,99999,0,99999,Company Owned Store,EMI - NBFC,28,Male,4.0
OE112813,2025-06-25,Haryana,Faridabad,S1 X (3kWh),1,99999,0,99999,Company Owned Store,EMI - NBFC,30,Female,3.9
OE112814,2025-06-25,Maharashtra,Nagpur,S1 Air,1,84999,0,84999,Company Owned Store,Full Payment,33,Male,4.2
OE112815,2025-06-25,Madhya Pradesh,Bhopal,S1 Pro,2,147999,0,295998,Ola Experience Center,Subvention Scheme,32,Female,3.7
OE112816,2025-06-25,Uttar Pradesh,Kanpur,S1 Pro,1,147999,0,147999,Company Owned Store,EMI - NBFC,24,Male,3.7
OE112812,2025-06-25,Maharashtra,Nagpur,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,Subvention Scheme,41,Male,4.1
OE112839,2025-06-26,Maharashtra,Nagpur,S1 X (2kWh),1,79999,0,79999,Ola Experience Center,EMI - NBFC,32,Male,2.9
OE112844,2025-06-26,Tamil Nadu,Coimbatore,S1 Pro,1,147999,0,147999,Online (Ola App),EMI - NBFC,19,Female,3.6
OE112843,2025-06-26,Karnataka,Mysuru,S1 Pro+,1,159999,0,159999,Company Owned Store,EMI - NBFC,32,Male,2.6
OE112842,2025-06-26,Haryana,Faridabad,S1 Air,1,84999,0,84999,Company Owned Store,EMI - Bank Loan,32,Female,4.4
OE112841,2025-06-26,Madhya Pradesh,Indore,S1 X+ (4kWh),1,139999,8000,131999,Dealer Partner,Subvention Scheme,31,Male,4.3
OE112845,2025-06-26,Maharashtra,Pune,S1 X (3kWh),1,99999,0,99999,Online (Ola App),Subvention Scheme,36,Male,4.4
OE112840,2025-06-26,West Bengal,Siliguri,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,Full Payment,24,Male,3.5
OE112838,2025-06-26,Rajasthan,Jaipur,S1 Pro+,1,159999,0,159999,Ola Experience Center,EMI - NBFC,51,Male,4.6
OE112834,2025-06-26,Maharashtra,Nashik,S1 Pro,1,147999,2000,145999,Company Owned Store,EMI - Bank Loan,42,Female,5.0
OE112836,2025-06-26,Uttar Pradesh,Lucknow,S1 X (2kWh),1,79999,0,79999,Online (Ola App),EMI - NBFC,35,Male,3.8
OE112835,2025-06-26,Haryana,Faridabad,S1 Air,1,84999,0,84999,Dealer Partner,Subvention Scheme,26,Male,3.5
OE112833,2025-06-26,Tamil Nadu,Coimbatore,S1 X+ (4kWh),1,139999,0,139999,Company Owned Store,Subvention Scheme,40,Female,3.7
OE112832,2025-06-26,Maharashtra,Mumbai,S1 Pro,1,147999,0,147999,Dealer Partner,EMI - NBFC,36,Male,3.9
OE112831,2025-06-26,Uttar Pradesh,Lucknow,S1 Pro+,1,159999,0,159999,Company Owned Store,Full Payment,33,Female,3.8
OE112830,2025-06-26,Tamil Nadu,Chennai,S1 Air,1,84999,0,84999,Company Owned Store,Full Payment,23,Female,3.9
OE112837,2025-06-26,Delhi,Dwarka,S1 Pro+,1,159999,2000,157999,Company Owned Store,EMI - Bank Loan,34,Male,4.8
OE112859,2025-06-27,Kerala,Thiruvananthapuram,S1 Pro+,1,159999,0,159999,Online (Ola App),EMI - Bank Loan,24,Female,4.6
OE112858,2025-06-27,West Bengal,Siliguri,S1 Air,1,84999,0,84999,Company Owned Store,EMI - NBFC,36,Male,3.3
OE112857,2025-06-27,Maharashtra,Mumbai,S1 Pro+,1,159999,8000,151999,Ola Experience Center,Full Payment,33,Female,3.4
OE112856,2025-06-27,Delhi,Dwarka,S1 X (2kWh),1,79999,0,79999,Ola Experience Center,Subvention Scheme,30,Male,3.5
OE112855,2025-06-27,Karnataka,Mysuru,S1 Pro+,1,159999,5000,154999,Online (Ola App),EMI - NBFC,18,Male,4.2
OE112853,2025-06-27,Karnataka,Bengaluru,S1 X (3kWh),1,99999,5000,94999,Company Owned Store,EMI - Bank Loan,19,Female,4.7
OE112854,2025-06-27,Karnataka,Mysuru,S1 X (3kWh),1,99999,0,99999,Company Owned Store,Subvention Scheme,32,Male,4.0
OE112851,2025-06-27,Kerala,Kochi,S1 X+ (4kWh),1,139999,0,139999,Dealer Partner,EMI - Bank Loan,28,Female,4.5
OE112850,2025-06-27,Kerala,Kochi,S1 X (2kWh),1,79999,0,79999,Ola Experience Center,Full Payment,29,Male,4.5
OE112849,2025-06-27,Andhra Pradesh,Visakhapatnam,S1 Pro,1,147999,0,147999,Dealer Partner,Subvention Scheme,24,Female,4.5
OE112848,2025-06-27,Karnataka,Bengaluru,S1 Pro+,1,159999,5000,154999,Online (Ola App),EMI - NBFC,20,Male,3.5
OE112847,2025-06-27,West Bengal,Kolkata,S1 X (3kWh),1,99999,0,99999,Company Owned Store,Subvention Scheme,41,Male,4.5
OE112846,2025-06-27,Maharashtra,Nagpur,S1 X+ (4kWh),1,139999,0,139999,Online (Ola App),Subvention Scheme,26,Male,3.4
OE112852,2025-06-27,West Bengal,Kolkata,S1 X (3kWh),1,99999,5000,94999,Ola Experience Center,Full Payment,46,Male,4.8
OE112872,2025-06-28,Karnataka,Bengaluru,S1 X (2kWh),1,79999,8000,71999,Company Owned Store,EMI - NBFC,18,Female,5.0
OE112873,2025-06-28,Uttar Pradesh,Noida,S1 X (3kWh),1,99999,0,99999,Dealer Partner,EMI - Bank Loan,23,Male,4.3
OE112874,2025-06-28,Delhi,Rohini,S1 X (3kWh),1,99999,0,99999,Online (Ola App),EMI - NBFC,25,Male,4.3
OE112875,2025-06-28,Delhi,Rohini,S1 Pro,1,147999,0,147999,Company Owned Store,Subvention Scheme,37,Male,4.3
OE112877,2025-06-28,Maharashtra,Nagpur,S1 X (3kWh),1,99999,5000,94999,Online (Ola App),EMI - NBFC,28,Male,4.5
OE112879,2025-06-28,Madhya Pradesh,Bhopal,S1 Pro+,1,159999,0,159999,Ola Experience Center,Subvention Scheme,40,Female,3.7
OE112878,2025-06-28,Maharashtra,Pune,S1 Air,1,84999,0,84999,Company Owned Store,EMI - NBFC,28,Male,4.9
OE112871,2025-06-28,Maharashtra,Nagpur,S1 X (3kWh),1,99999,8000,91999,Online (Ola App),Subvention Scheme,24,Female,4.3
OE112876,2025-06-28,Karnataka,Mangaluru,S1 Air,1,84999,0,84999,Company Owned Store,EMI - Bank Loan,25,Female,4.0
OE112870,2025-06-28,Telangana,Hyderabad,S1 X (2kWh),1,79999,5000,74999,Online (Ola App),Subvention Scheme,44,Female,4.7
OE112862,2025-06-28,Karnataka,Bengaluru,S1 X (3kWh),1,99999,0,99999,Company Owned Store,EMI - NBFC,33,Male,4.0
OE112868,2025-06-28,Karnataka,Mangaluru,S1 Air,1,84999,5000,79999,Dealer Partner,EMI - Bank Loan,28,Male,4.4
OE112867,2025-06-28,Delhi,Dwarka,S1 X (3kWh),1,99999,0,99999,Dealer Partner,Full Payment,24,Female,3.9
OE112866,2025-06-28,West Bengal,Siliguri,S1 Pro,2,147999,0,295998,Dealer Partner,Full Payment,33,Male,3.9
OE112865,2025-06-28,Gujarat,Ahmedabad,S1 X (2kWh),1,79999,0,79999,Dealer Partner,EMI - Bank Loan,64,Female,4.1
OE112864,2025-06-28,Maharashtra,Mumbai,S1 X (3kWh),1,99999,5000,94999,Online (Ola App),EMI - Bank Loan,31,Male,4.3
OE112863,2025-06-28,Maharashtra,Nashik,S1 X (3kWh),1,99999,0,99999,Online (Ola App),Subvention Scheme,40,Male,4.8
OE112861,2025-06-28,Delhi,Dwarka,S1 Pro,1,147999,0,147999,Dealer Partner,EMI - Bank Loan,34,Male,4.5
OE112860,2025-06-28,Haryana,Faridabad,S1 Pro+,1,159999,0,159999,Ola Experience Center,Full Payment,46,Male,3.5
OE112869,2025-06-28,Bihar,Patna,S1 Pro+,1,159999,0,159999,Dealer Partner,Subvention Scheme,45,Male,4.0
OE112894,2025-06-29,Maharashtra,Nashik,S1 X (2kWh),1,79999,8000,71999,Online (Ola App),Full Payment,37,Male,4.2
OE112893,2025-06-29,Maharashtra,Pune,S1 Air,1,84999,0,84999,Online (Ola App),EMI - Bank Loan,55,Male,4.5
OE112892,2025-06-29,Delhi,New Delhi,S1 X (3kWh),1,99999,8000,91999,Ola Experience Center,Full Payment,37,Male,3.9
OE112891,2025-06-29,Andhra Pradesh,Visakhapatnam,S1 Pro+,2,159999,0,319998,Company Owned Store,EMI - NBFC,25,Female,4.4
OE112890,2025-06-29,Bihar,Patna,S1 X+ (4kWh),1,139999,0,139999,Company Owned Store,EMI - Bank Loan,49,Male,4.0
OE112889,2025-06-29,Punjab,Ludhiana,S1 Pro+,1,159999,0,159999,Company Owned Store,EMI - NBFC,27,Male,3.7
OE112888,2025-06-29,Karnataka,Mysuru,S1 X+ (4kWh),1,139999,0,139999,Ola Experience Center,Subvention Scheme,25,Female,3.9
OE112887,2025-06-29,Telangana,Hyderabad,S1 X (3kWh),1,99999,2000,97999,Dealer Partner,Full Payment,19,Male,3.8
OE112886,2025-06-29,Telangana,Warangal,S1 Pro+,1,159999,0,159999,Company Owned Store,EMI - NBFC,18,Male,3.8
OE112885,2025-06-29,Rajasthan,Udaipur,S1 Pro,1,147999,5000,142999,Online (Ola App),Full Payment,26,Male,3.7
OE112884,2025-06-29,Tamil Nadu,Madurai,S1 Pro+,1,159999,2000,157999,Online (Ola App),Full Payment,23,Female,3.5
OE112883,2025-06-29,Maharashtra,Mumbai,S1 Pro,1,147999,0,147999,Online (Ola App),Subvention Scheme,38,Female,3.6
OE112882,2025-06-29,Maharashtra,Pune,S1 Pro,1,147999,0,147999,Company Owned Store,EMI - Bank Loan,43,Male,5.0
OE112881,2025-06-29,Gujarat,Surat,S1 Pro,1,147999,0,147999,Ola Experience Center,Subvention Scheme,31,Male,3.7
OE112880,2025-06-29,Maharashtra,Pune,S1 X (3kWh),1,99999,0,99999,Online (Ola App),Full Payment,23,Male,3.3
OE112907,2025-06-30,Punjab,Chandigarh,S1 X (3kWh),1,99999,0,99999,Company Owned Store,EMI - Bank Loan,36,Female,4.9
OE112908,2025-06-30,Karnataka,Mangaluru,S1 X (3kWh),1,99999,0,99999,Company Owned Store,Full Payment,22,Male,3.7
OE112909,2025-06-30,West Bengal,Siliguri,S1 X (3kWh),1,99999,0,99999,Company Owned Store,EMI - Bank Loan,45,Female,4.8
OE112910,2025-06-30,Maharashtra,Mumbai,S1 X (3kWh),1,99999,0,99999,Company Owned Store,Full Payment,18,Male,3.5
OE112913,2025-06-30,Maharashtra,Nagpur,S1 Air,1,84999,2000,82999,Ola Experience Center,EMI - Bank Loan,24,Female,4.4
OE112912,2025-06-30,Gujarat,Ahmedabad,S1 Air,1,84999,0,84999,Company Owned Store,Full Payment,29,Female,3.2
OE112906,2025-06-30,Maharashtra,Pune,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,EMI - Bank Loan,27,Male,4.4
OE112914,2025-06-30,Tamil Nadu,Chennai,S1 X+ (4kWh),1,139999,5000,134999,Ola Experience Center,EMI - Bank Loan,18,Female,4.5
OE112911,2025-06-30,Tamil Nadu,Chennai,S1 Pro+,1,159999,8000,151999,Company Owned Store,EMI - Bank Loan,42,Male,4.3
OE112905,2025-06-30,Maharashtra,Nashik,S1 Air,1,84999,0,84999,Company Owned Store,EMI - Bank Loan,28,Male,3.5
OE112896,2025-06-30,Gujarat,Vadodara,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,Full Payment,30,Male,4.3
OE112903,2025-06-30,Tamil Nadu,Madurai,S1 Pro,1,147999,0,147999,Company Owned Store,Full Payment,26,Male,3.8
OE112904,2025-06-30,Delhi,Rohini,S1 X (2kWh),1,79999,5000,74999,Online (Ola App),Full Payment,30,Female,4.3
OE112897,2025-06-30,Karnataka,Mangaluru,S1 X+ (4kWh),1,139999,0,139999,Online (Ola App),Subvention Scheme,43,Male,5.0
OE112898,2025-06-30,Bihar,Patna,S1 X (2kWh),1,79999,8000,71999,Dealer Partner,Full Payment,34,Female,3.2
OE112895,2025-06-30,Maharashtra,Pune,S1 Air,1,84999,0,84999,Online (Ola App),Full Payment,29,Male,4.4
OE112900,2025-06-30,Karnataka,Bengaluru,S1 X+ (4kWh),1,139999,0,139999,Online (Ola App),EMI - NBFC,28,Male,4.2
OE112901,2025-06-30,Uttar Pradesh,Varanasi,S1 X (3kWh),1,99999,0,99999,Company Owned Store,EMI - Bank Loan,37,Male,3.4
OE112902,2025-06-30,Madhya Pradesh,Indore,S1 Air,1,84999,5000,79999,Online (Ola App),Subvention Scheme,24,Male,3.9
OE112899,2025-06-30,Karnataka,Bengaluru,S1 Pro+,1,159999,0,159999,Dealer Partner,Full Payment,33,Male,4.5
OE112925,2025-07-01,Maharashtra,Nashik,S1 X (2kWh),1,79999,2000,77999,Dealer Partner,Subvention Scheme,35,Male,4.7
OE112931,2025-07-01,Punjab,Chandigarh,S1 Pro,1,147999,5000,142999,Dealer Partner,Subvention Scheme,39,Male,4.5
OE112930,2025-07-01,Kerala,Kochi,S1 X (3kWh),1,99999,0,99999,Online (Ola App),Subvention Scheme,36,Male,3.6
OE112929,2025-07-01,Telangana,Warangal,S1 Pro+,1,159999,0,159999,Company Owned Store,EMI - Bank Loan,37,Male,4.0
OE112928,2025-07-01,Rajasthan,Jaipur,S1 X+ (4kWh),1,139999,0,139999,Online (Ola App),EMI - Bank Loan,43,Male,4.8
OE112927,2025-07-01,Uttar Pradesh,Kanpur,S1 Air,1,84999,0,84999,Online (Ola App),EMI - Bank Loan,19,Male,4.4
OE112926,2025-07-01,Tamil Nadu,Coimbatore,S1 Pro+,1,159999,5000,154999,Company Owned Store,EMI - NBFC,22,Male,4.4
OE112924,2025-07-01,Maharashtra,Nashik,S1 X (3kWh),1,99999,2000,97999,Ola Experience Center,Subvention Scheme,33,Male,4.5
OE112932,2025-07-01,Tamil Nadu,Madurai,S1 Pro+,1,159999,0,159999,Dealer Partner,Full Payment,34,Male,3.9
OE112922,2025-07-01,Delhi,Rohini,S1 X (3kWh),1,99999,0,99999,Company Owned Store,EMI - NBFC,33,Male,4.5
OE112921,2025-07-01,Punjab,Ludhiana,S1 Pro,1,147999,0,147999,Online (Ola App),Subvention Scheme,29,Male,3.6
OE112920,2025-07-01,Haryana,Faridabad,S1 X+ (4kWh),1,139999,2000,137999,Company Owned Store,Full Payment,48,Male,4.9
OE112919,2025-07-01,Bihar,Patna,S1 Pro,1,147999,0,147999,Company Owned Store,EMI - Bank Loan,48,Female,5.0
OE112918,2025-07-01,Andhra Pradesh,Visakhapatnam,S1 X (2kWh),1,79999,0,79999,Online (Ola App),Full Payment,21,Male,5.0
OE112917,2025-07-01,Karnataka,Mangaluru,S1 Pro+,1,159999,0,159999,Online (Ola App),Full Payment,32,Female,4.8
OE112916,2025-07-01,Telangana,Hyderabad,S1 Pro,1,147999,0,147999,Company Owned Store,Subvention Scheme,30,Female,4.3
OE112915,2025-07-01,Delhi,Rohini,S1 Pro,1,147999,0,147999,Ola Experience Center,EMI - Bank Loan,24,Male,4.4
OE112923,2025-07-01,Gujarat,Ahmedabad,S1 Air,1,84999,0,84999,Online (Ola App),Full Payment,28,Male,3.8
OE112948,2025-07-02,Maharashtra,Nagpur,S1 Pro,1,147999,5000,142999,Ola Experience Center,Full Payment,25,Male,4.5
OE112949,2025-07-02,Telangana,Hyderabad,S1 X (2kWh),1,79999,0,79999,Dealer Partner,EMI - NBFC,41,Male,4.0
OE112950,2025-07-02,Haryana,Faridabad,S1 X (2kWh),1,79999,0,79999,Company Owned Store,EMI - NBFC,18,Male,4.1
OE112951,2025-07-02,Uttar Pradesh,Noida,S1 X (2kWh),1,79999,0,79999,Company Owned Store,Full Payment,20,Male,4.0
OE112952,2025-07-02,Tamil Nadu,Madurai,S1 Pro,1,147999,0,147999,Dealer Partner,Full Payment,39,Male,3.4
OE112956,2025-07-02,Gujarat,Surat,S1 Pro,1,147999,0,147999,Company Owned Store,Full Payment,40,Male,3.6
OE112954,2025-07-02,Bihar,Patna,S1 X (2kWh),1,79999,0,79999,Ola Experience Center,EMI - Bank Loan,32,Male,4.5
OE112955,2025-07-02,Karnataka,Mangaluru,S1 X (2kWh),1,79999,0,79999,Company Owned Store,Full Payment,25,Female,4.7
OE112947,2025-07-02,Delhi,Rohini,S1 X (2kWh),1,79999,0,79999,Company Owned Store,EMI - Bank Loan,54,Female,3.6
OE112957,2025-07-02,Uttar Pradesh,Kanpur,S1 Pro+,1,159999,8000,151999,Dealer Partner,Subvention Scheme,18,Female,4.0
OE112953,2025-07-02,Maharashtra,Pune,S1 X (3kWh),1,99999,0,99999,Company Owned Store,EMI - Bank Loan,47,Male,3.1
OE112946,2025-07-02,West Bengal,Siliguri,S1 Pro+,1,159999,5000,154999,Dealer Partner,Full Payment,39,Male,4.2
OE112958,2025-07-02,Karnataka,Bengaluru,S1 Pro+,1,159999,2000,157999,Ola Experience Center,EMI - Bank Loan,22,Male,4.8
OE112944,2025-07-02,Gujarat,Surat,S1 Pro,1,147999,0,147999,Online (Ola App),Subvention Scheme,19,Female,4.6
OE112945,2025-07-02,Kerala,Kozhikode,S1 X+ (4kWh),1,139999,0,139999,Ola Experience Center,EMI - Bank Loan,18,Female,3.8
OE112933,2025-07-02,Karnataka,Mangaluru,S1 Pro+,1,159999,8000,151999,Online (Ola App),EMI - Bank Loan,18,Female,3.9
OE112934,2025-07-02,Haryana,Gurugram,S1 X (3kWh),1,99999,0,99999,Ola Experience Center,EMI - NBFC,49,Male,4.5
OE112935,2025-07-02,Karnataka,Mysuru,S1 X+ (4kWh),1,139999,0,139999,Company Owned Store,EMI - Bank Loan,26,Male,3.7
OE112937,2025-07-02,Karnataka,Mysuru,S1 X (3kWh),1,99999,5000,94999,Company Owned Store,Full Payment,20,Female,3.8
OE112936,2025-07-02,Delhi,New Delhi,S1 Air,1,84999,0,84999,Ola Experience Center,Full Payment,46,Female,3.7
OE112939,2025-07-02,Bihar,Patna,S1 Pro,1,147999,5000,142999,Company Owned Store,Full Payment,37,Male,5.0
OE112940,2025-07-02,Maharashtra,Pune,S1 Air,1,84999,0,84999,Company Owned Store,Subvention Scheme,38,Male,4.3
